,term_begin_date,course_title,percentage_pass,total_count
487,2018-08-20,Contemporary Topics in Marketing,100.0,8
488,2018-08-20,Contemporary Topics: Chem & Biochem Engr,100.0,8
489,2018-08-20,Content Marketing,100.0,39
490,2018-08-20,Continuing Ballet,100.0,9
491,2018-08-20,Continuing Education Individual Study,100.0,9
492,2018-08-20,Continuing Jazz,91.66666666666666,12
493,2018-08-20,Continuous Mathematical Models,100.0,9
494,2018-08-20,Contracts,99.3421052631579,152
495,2018-08-20,Control Theory,100.0,21
496,2018-08-20,Conversation Practicum,96.7741935483871,31
497,2018-08-20,Copyrights,100.0,25
498,2018-08-20,Core Concepts in Communication Studies,100.0,23
499,2018-08-20,Core Strengthening,0.0,3
500,2018-08-20,Corp Soc Resp and Sustainability,100.0,19
501,2018-08-20,Corporate Crimes,100.0,33
502,2018-08-20,Corporate Finance,96.56652360515021,233
503,2018-08-20,Corporate Financial Reporting,99.55156950672645,223
504,2018-08-20,Corporate Financial Strategy,95.83333333333334,24
505,2018-08-20,Corporate Governance and Control,100.0,10
506,2018-08-20,Corporate Investment & Finance Decisions,93.75,16
507,2018-08-20,Corporate and Financial Risk Management,100.0,79
508,2018-08-20,Costume Design I,90.9090909090909,11
509,2018-08-20,Costume Design III,100.0,1
510,2018-08-20,Counseling for Related Professions,97.74436090225564,133
511,2018-08-20,Counseling in Communication Disorders,100.0,10
512,2018-08-20,Counseling/Psych Needs of Gifted,100.0,7
513,2018-08-20,Counterpoint After 1600,100.0,17
514,2018-08-20,Crafting a Scientific Proposal,100.0,4
515,2018-08-20,"Create, Imagine, Play, Human Dev in Arts",97.91666666666666,96
516,2018-08-20,Creating a Proposal for Intl Research,100.0,7
517,2018-08-20,Creative Writing,98.94736842105263,95
518,2018-08-20,Creative Writing Studio Workshop,98.32535885167464,418
519,2018-08-20,Creative Writing and Popular Culture,100.0,16
520,2018-08-20,Creative Writing for Health Professions,100.0,13
521,2018-08-20,Creative Writing for New Media,100.0,34
522,2018-08-20,Creative Writing for the Musician,100.0,8
523,2018-08-20,Creativity in Music,87.2340425531915,47
524,2018-08-20,Criminal Legal System,67.44186046511628,43
525,2018-08-20,Criminal Procedure: Adjudication,100.0,19
526,2018-08-20,Criminal Procedure: Investigation,100.0,44
527,2018-08-20,Crit Think Cardiovascular Physiology,100.0,1
528,2018-08-20,Critical Care (PICU),0.0,1
529,2018-08-20,Critical Care Nursing,100.0,26
530,2018-08-20,"Critical Care Rotation, IMMC, ICU, DM",0.0,1
531,2018-08-20,Critical Discourse Analysis Ed Research,100.0,10
532,2018-08-20,Critical Readings in Biology,100.0,3
533,2018-08-20,Critical Television Studies,90.0,10
534,2018-08-20,Critical Thinking Biochem & Mol Biology,100.0,10
535,2018-08-20,Critical Thinking in Cell Biology,100.0,9
536,2018-08-20,Critical Thinking in Genetics,100.0,12
537,2018-08-20,Critical Thinking in Molecular Medicine,100.0,19
538,2018-08-20,Cultural Anthropology,94.79166666666666,192
539,2018-08-20,Cultural Foundations,100.0,26
540,2018-08-20,Cultural Misunderstandings: France & USA,96.66666666666667,30
541,2018-08-20,Cultural Perspectives in Health Care,77.77777777777779,27
542,2018-08-20,Cultural Storytelling,100.0,17
543,2018-08-20,Cur Issues Trends Learning Disabilities,100.0,6
544,2018-08-20,Current Literature in Endodontics,100.0,8
545,2018-08-20,Current Medicinal Chemistry,100.0,7
546,2018-08-20,Current Topics,100.0,5
547,2018-08-20,Current Topics in Psychology,100.0,6
548,2018-08-20,Curriculum Dev in Med Ed,0.0,2
549,2018-08-20,Customer Analysis,100.0,42
550,2018-08-20,D.M.A. Essay,100.0,21
551,2018-08-20,D.M.A. Recital,100.0,21
552,2018-08-20,DMS Clinical Internship IV,100.0,12
553,2018-08-20,Dance Gala Performance,100.0,39
554,2018-08-20,Dance Production,100.0,8
555,2018-08-20,Data Communications,100.0,12
556,2018-08-20,Data Management and Visual Analytics,100.0,97
557,2018-08-20,Data Mining,97.89473684210527,95
558,2018-08-20,Data Programming in R,98.69281045751634,153
559,2018-08-20,Database Management,97.94520547945206,146
560,2018-08-20,Database Systems,100.0,49
561,2018-08-20,Databases for Informatics,100.0,31
562,2018-08-20,Deafness in the Media,100.0,16
563,2018-08-20,Death/Dying: Issues Across the Life Span,100.0,49
564,2018-08-20,Democracy: Global Trends and Struggles,95.0,40
565,2018-08-20,Dent Treatment Maxillofacial Deformities,100.0,5
566,2018-08-20,Dental Anatomy,100.0,80
567,2018-08-20,Dental Microbiology,100.0,78
568,2018-08-20,Dental Practice Management,100.0,81
569,2018-08-20,Dental Student Research Honors Program,96.05263157894737,76
570,2018-08-20,Derivatives,100.0,24
571,2018-08-20,Design & Use of Cost Management Systems,100.0,15
572,2018-08-20,Design Fundamentals,96.26865671641791,134
573,2018-08-20,Design Issues in Health Service Research,85.71428571428571,7
574,2018-08-20,Design for Manufacturing,96.07843137254902,102
575,2018-08-20,Design of Concrete Structures,100.0,27
576,2018-08-20,Design of Experiments,100.0,24
577,2018-08-20,Design of Instruction,91.66666666666666,12
578,2018-08-20,Design of Intervention & Clinical Trials,100.0,6
579,2018-08-20,Design of Learning Environments,100.0,4
580,2018-08-20,Design of Transportation Systems,100.0,54
581,2018-08-20,Design of Wood Structures,93.33333333333333,15
582,2018-08-20,Design/Mgmt Sport/Recreation Facilities,96.05263157894737,76
583,2018-08-20,Design: Special Topics,100.0,6
584,2018-08-20,Designing Political Research,94.54545454545455,55
585,2018-08-20,Designing Research,100.0,5
586,2018-08-20,Developing Adaptive Leaders MSL401,100.0,15
587,2018-08-20,Development in a Global Context II,100.0,4
588,2018-08-20,Developmental Language Disorders,95.45454545454545,66
589,2018-08-20,Developmental and Behavioral Pediatrics,0.0,3
590,2018-08-20,Diction for Singers II,100.0,8
591,2018-08-20,Differential Geometry I,100.0,8
592,2018-08-20,Differentiated Instruction for Gifted,85.71428571428571,7
593,2018-08-20,Digital Approaches to the Study of Art,100.0,10
594,2018-08-20,Digital Arts: An Introduction,97.5,40
595,2018-08-20,Digital Drafting with AutoCAD,100.0,16
596,2018-08-20,Digital Humanities Theory and Practice,100.0,14
597,2018-08-20,Digital Image Processing,96.55172413793103,29
598,2018-08-20,Digital Media and Religion,92.85714285714286,28
599,2018-08-20,Digital Signal Processing,100.0,12
600,2018-08-20,Digital Strategic Communication,100.0,23
601,2018-08-20,Directed Individual Study,100.0,6
602,2018-08-20,Directed Readings,100.0,5
603,2018-08-20,Directed Readings in Entrepreneurship,100.0,6
604,2018-08-20,Directed Readings in Finance,100.0,20
605,2018-08-20,Directed Readings in Marketing,100.0,1
606,2018-08-20,Directed Readings-Grad Bus Analytics,100.0,2
607,2018-08-20,Directed Studies,100.0,2
608,2018-08-20,Directed Study,100.0,10
609,2018-08-20,Directing I,100.0,13
610,2018-08-20,Director's Seminar,100.0,4
611,2018-08-20,Disability and Inclusion,100.0,28
612,2018-08-20,Disability in American History,100.0,38
613,2018-08-20,Discrete Optimization,100.0,13
614,2018-08-20,Discrete Structures,80.57142857142857,175
615,2018-08-20,"Discrimination, Oppression, & Diversity",99.1869918699187,123
616,2018-08-20,Dissertation,100.0,5
617,2018-08-20,Dissertation Research,100.0,4
618,2018-08-20,Distributed Systems and Algorithms,100.0,17
619,2018-08-20,Diversity & Exceptionalities in Lit Inst,100.0,71
620,2018-08-20,Diversity and Identity in K-12 Schools,90.0,10
621,2018-08-20,Diversity and Inclusion in Athletics,88.46153846153845,26
622,2018-08-20,Diversity in American Culture,100.0,58
623,2018-08-20,Diversity in History,96.68874172185431,151
624,2018-08-20,Diversity of Form and Function,92.13836477987421,318
625,2018-08-20,Diversity/Inclusion in Healthy Living,93.51535836177474,293
626,2018-08-20,Doctor of Nursing Practice Project I,100.0,74
627,2018-08-20,Doing Business in Latin America,100.0,11
628,2018-08-20,Don Quijote,100.0,14
629,2018-08-20,Drama in the Classroom,100.0,33
630,2018-08-20,Dramaturgy Practicum,100.0,3
631,2018-08-20,Draw Me History: Mid East & North Africa,100.0,3
632,2018-08-20,"Drugs, Deviance, and Social Control",92.72727272727272,55
633,2018-08-20,Dying for the Promised Land: Martyrdom,91.66666666666666,12
634,2018-08-20,Dynamics,88.73239436619718,71
635,2018-08-20,Dynamics of Negotiations,98.88268156424581,179
636,2018-08-20,E-Commerce Strategies for Entrepreneurs,96.96969696969697,33
637,2018-08-20,EKG and Vascular Ultrasound,0.0,9
638,2018-08-20,ESL Academic Listening Skills,89.43089430894308,123
639,2018-08-20,ESL Academic Oral Skills,91.20879120879121,91
640,2018-08-20,ESL Academic Reading Skills,89.80891719745223,157
641,2018-08-20,ESL Academic Writing,92.1259842519685,127
642,2018-08-20,ESL Grammar,91.50943396226415,106
643,2018-08-20,ESL Practicum I,100.0,8
644,2018-08-20,ESL Special Topics,78.26086956521739,69
645,2018-08-20,ESL Writing Skills for Graduate Students,100.0,24
646,2018-08-20,ESL: Transitional Listening,86.4406779661017,59
647,2018-08-20,ESL: Transitional Oral Skills,100.0,20
648,2018-08-20,ESL: Transitional Reading,84.0909090909091,44
649,2018-08-20,Early Literacy Instr for Young Children,100.0,15
650,2018-08-20,Early Medieval Art,100.0,19
651,2018-08-20,Earth Surface Processes,92.5,40
652,2018-08-20,Earthly Paradises,89.55223880597015,67
653,2018-08-20,Ecology,97.87234042553192,94
654,2018-08-20,Economic Development Finance,100.0,5
655,2018-08-20,Economic Growth and Development,95.1219512195122,41
656,2018-08-20,Economic Impact Assessment,100.0,12
657,2018-08-20,Economic and Business Forecasting,90.9090909090909,33
658,2018-08-20,Economics & Islam,100.0,7
659,2018-08-20,Economics and Financing,100.0,15
660,2018-08-20,Economics and Religion,66.66666666666666,3
661,2018-08-20,Economics for Policy Analysis,100.0,18
662,2018-08-20,Ecosystem Svc: Hum Depend on Natural Sys,100.0,18
663,2018-08-20,Editing the News,90.0,20
664,2018-08-20,Educational Audiology,100.0,9
665,2018-08-20,Educational Measurement and Evaluation,100.0,14
666,2018-08-20,Educational Psychology,95.45454545454545,22
667,2018-08-20,Educational Psychology and Measurement,96.76258992805755,278
668,2018-08-20,Educational Research and Evaluation,0.0,6
669,2018-08-20,Effective Managerial Communication,100.0,42
670,2018-08-20,Eighteenth-Century Music,100.0,13
671,2018-08-20,Elec Hospice & Palliative Care Rotation,0.0,3
672,2018-08-20,Elec Pharm Prac Underserved Pop Rotation,0.0,2
673,2018-08-20,Election Law,100.0,4
674,2018-08-20,Elective Academic Rotation,0.0,10
675,2018-08-20,Elective Ambulatory Care Rotation,0.0,6
676,2018-08-20,Elective Community Management Rotation,0.0,1
677,2018-08-20,Elective Community Rotation,0.0,6
678,2018-08-20,Elective Compound/Comp Alt Med Rotation,0.0,2
679,2018-08-20,Elective Critical Care Medicine Rotation,0.0,1
680,2018-08-20,Elective Emergency Medicine Rotation,0.0,1
681,2018-08-20,Elective Hematology/Oncology Rotation,0.0,2
682,2018-08-20,Elective Home Health Care Rotation,0.0,1
683,2018-08-20,Elective Hospital Management Rotation,0.0,1
684,2018-08-20,Elective Infectious Disease Rotation,0.0,2
685,2018-08-20,Elective Informatics Rotation,0.0,1
686,2018-08-20,Elective Long Term Care Rotation,0.0,1
687,2018-08-20,Elective Managed Care Rotation,0.0,1
688,2018-08-20,Elective Medication Use Eval Rotation,0.0,1
689,2018-08-20,Elective Pediatrics Rotation,0.0,5
690,2018-08-20,Elective Pharmacy Industry Rotation,0.0,1
691,2018-08-20,Elective Pharmacy Regulatory Rotation,0.0,2
692,2018-08-20,Elective Psychiatry Rotation,0.0,4
693,2018-08-20,Elective in External Eye Disease,0.0,2
694,2018-08-20,Elective in Neuro-Ophthalmology,0.0,1
695,2018-08-20,Elective: Surgery Rotation,0.0,2
696,2018-08-20,Electricity and Magnetism I,100.0,19
697,2018-08-20,Electromagnetic Theory,98.50746268656717,67
698,2018-08-20,Electronic Circuits,86.66666666666667,45
699,2018-08-20,Elementary Classroom Management,98.24561403508771,57
700,2018-08-20,Elementary French I,91.34615384615384,104
701,2018-08-20,Elementary French II,82.6086956521739,23
702,2018-08-20,Elementary Functions,82.6530612244898,98
703,2018-08-20,Elementary German I,84.82142857142857,112
704,2018-08-20,Elementary German II,83.33333333333334,48
705,2018-08-20,Elementary Italian I,89.07563025210085,119
706,2018-08-20,Elementary Italian II,62.5,8
707,2018-08-20,Elementary Latin I,85.71428571428571,42
708,2018-08-20,Elementary Latin II,100.0,13
709,2018-08-20,Elementary Modern Standard Arabic I,93.54838709677419,31
710,2018-08-20,Elementary Numerical Analysis,93.7888198757764,161
711,2018-08-20,Elementary Portuguese I,92.85714285714286,14
712,2018-08-20,Elementary Psychology,90.43280182232346,878
713,2018-08-20,Elementary Science Methods I,100.0,73
714,2018-08-20,Elementary Science Methods II,100.0,72
715,2018-08-20,Elementary Spanish I,92.24137931034483,232
716,2018-08-20,Elementary Spanish II,84.8360655737705,244
717,2018-08-20,Elementary Spanish Review,86.66666666666667,15
718,2018-08-20,Elementary Statistics and Inference,89.77635782747603,313
719,2018-08-20,Elementary Swahili I,99.15966386554622,119
720,2018-08-20,Elementary Theory of Numbers,100.0,16
721,2018-08-20,Elements of 3-D Design,93.33333333333333,15
722,2018-08-20,Elements of Art,96.21212121212122,132
723,2018-08-20,Elements of Digital Photography,96.875,96
724,2018-08-20,Elements of Foil Imaging,100.0,1
725,2018-08-20,Elements of Geochemistry,96.0,25
726,2018-08-20,Elements of Graphic Design,98.07692307692307,52
727,2018-08-20,Elements of Jewelry and Metal Arts,100.0,37
728,2018-08-20,Elements of Printmaking,100.0,22
729,2018-08-20,Elements of Sculpture,100.0,24
730,2018-08-20,Emergency Med: St Lukes Cedar Rapids,0.0,2
731,2018-08-20,Emergency Medicine Des Moines,0.0,2
732,2018-08-20,Emergency Medicine Off Campus,0.0,13
733,2018-08-20,Emergency Medicine UIHC,0.0,12
734,2018-08-20,Emergency Medicine Waterloo,0.0,1
735,2018-08-20,Emergency Room Blank Children's Hospital,0.0,1
736,2018-08-20,Employee Benefit Plans,100.0,29
737,2018-08-20,Employment Law,95.0,40
738,2018-08-20,Endodontic Literature Review I,100.0,3
739,2018-08-20,Endodontic Literature Review III,100.0,5
740,2018-08-20,Endodontic Surgery Conference,100.0,8
741,2018-08-20,Energy Systems Design,100.0,105
742,2018-08-20,Energy and Society,100.0,10
743,2018-08-20,Energy and the Environment,100.0,41
744,2018-08-20,Engagement: Professional Skills & Values,0.0,2
745,2018-08-20,Engineer Math I Single Variable Calculus,90.23136246786633,389
746,2018-08-20,Engineer Math II: Multivariable Calculus,85.0,200
747,2018-08-20,Engineer Math IV: Differential Equations,93.20388349514563,309
748,2018-08-20,Engineering Fundamentals I: Statics,87.64940239043824,251
749,2018-08-20,Engineering Geology,93.33333333333333,15
750,2018-08-20,Engineering Instrumentation,92.24137931034483,116
751,2018-08-20,Engineering Math III: Matrix Algebra,90.990990990991,111
752,2018-08-20,Engineering Math V: Vector Calculus,91.59663865546219,119
753,2018-08-20,English Grammar,89.47368421052632,19
754,2018-08-20,"Engr Drawing, Design, & Solid Modeling",98.24561403508771,57
755,2018-08-20,Engr Fund II: Electrical Circuits,90.42553191489363,282
756,2018-08-20,Engr Fund III: Thermodynamics,91.60000000000001,250
757,2018-08-20,Engr Success for First-Year Students,0.0,13
758,2018-08-20,Entertainment Design,100.0,9
759,2018-08-20,Entrepren: Advanced Business Planning,95.55555555555556,45
760,2018-08-20,Entrepreneurial Finance,96.86274509803921,255
761,2018-08-20,Entrepreneurial Marketing,96.76113360323887,247
762,2018-08-20,Entrepreneurial Strategy,97.67441860465115,43
763,2018-08-20,Entrepreneurship and Global Trade,100.0,17
764,2018-08-20,Entrepreneurship and Innovation,96.41148325358851,418
765,2018-08-20,Entrepreneurship: Business Consulting,99.38650306748467,163
766,2018-08-20,Environmental Chemistry,100.0,35
767,2018-08-20,Environmental Engineering Design,100.0,17
768,2018-08-20,Environmental Justice,97.14285714285714,35
769,2018-08-20,Environmental Sciences Seminar,25.0,4
770,2018-08-20,Epidemiology I: Principles,96.92307692307692,65
771,2018-08-20,Epidemiology of Chronic Diseases,100.0,9
772,2018-08-20,Epidemiology of Infectious Diseases,100.0,12
773,2018-08-20,Equating & Scaling of Educational Test,100.0,6
774,2018-08-20,Ethics & Practice in Pediatrics,100.0,9
775,2018-08-20,Ethics in Human Relations & Counseling,100.0,93
776,2018-08-20,Ethics in Sport,90.0,30
777,2018-08-20,European Union Law,100.0,7
778,2018-08-20,Evaluating Evidence for Practice,100.0,40
779,2018-08-20,Evaluation: Approaches and Applications,100.0,16
780,2018-08-20,Event Planning Workshop,100.0,45
781,2018-08-20,Evidence,100.0,32
782,2018-08-20,Evolution,96.61016949152543,59
783,2018-08-20,Evolution Lab,100.0,17
784,2018-08-20,Evolution and the History of Life,91.11111111111111,90
785,2018-08-20,Evolution of USAF Air and Space Power I,100.0,14
786,2018-08-20,Exercise Physiology,97.5,40
787,2018-08-20,Exotic and Emerging Diseases of Animals,100.0,8
788,2018-08-20,Experiential Learning in Comm Studies,0.0,2
789,2018-08-20,Experimental Engineering,100.0,25
790,2018-08-20,Experimental Methodologies,100.0,2
791,2018-08-20,Explicit Instruction,100.0,12
792,2018-08-20,Exploration of the Solar System,90.71428571428571,140
793,2018-08-20,Exploring Athletic Training,91.66666666666666,24
794,2018-08-20,Exploring Forms in Clay I,100.0,71
795,2018-08-20,Exploring Thrown Forms in Clay II,92.5925925925926,27
796,2018-08-20,Fabrication & Design: Hand-Built Bicycle,100.0,6
797,2018-08-20,Facial Growth,100.0,6
798,2018-08-20,Factor Analysis and Structural Eq Models,100.0,18
799,2018-08-20,Faculty Creative Research Lab,100.0,14
800,2018-08-20,Family Centered Theory and Practice I,96.7741935483871,62
801,2018-08-20,Family Law,100.0,30
802,2018-08-20,Family Law in the World Community,100.0,7
803,2018-08-20,Family Medicine Clerkship Broadlawns,0.0,1
804,2018-08-20,Family Medicine Off Campus,0.0,1
805,2018-08-20,Family Medicine/Psychiatry Elective,0.0,2
806,2018-08-20,Family Planning,0.0,4
807,2018-08-20,Family Systems,100.0,6
808,2018-08-20,Family Violence,100.0,31
809,2018-08-20,Fast Fixes: Improved Writing in 6 Weeks,94.35483870967742,124
